date,day_of_week,month,year,quarter,revenue,sales,expenditure,profit,profit_margin,cumulative_revenue,cumulative_profit
2021-01-01,Friday,January,2021,Q1,42230,33436,29756,12474,29.54,42230,12474
2021-01-02,Saturday,January,2021,Q1,27764,22995,28537,-773,-2.78,69994,11701
2021-01-03,Sunday,January,2021,Q1,19454,17366,31783,-12329,-63.38,89448,-628
2021-01-04,Monday,January,2021,Q1,44950,37180,32748,12202,27.15,134398,11574
2021-01-05,Tuesday,January,2021,Q1,47315,42421,28959,18356,38.8,181713,29930
2021-01-06,Wednesday,January,2021,Q1,44914,49218,34480,10434,23.23,226627,40364
2021-01-07,Thursday,January,2021,Q1,45270,49131,31987,13283,29.34,271897,53647
2021-01-08,Friday,January,2021,Q1,35646,31271,29816,5830,16.36,307543,59477
2021-01-09,Saturday,January,2021,Q1,25302,23623,29669,-4367,-17.26,332845,55110
2021-01-10,Sunday,January,2021,Q1,25421,25658,32943,-7522,-29.59,358266,47588
2021-01-11,Monday,January,2021,Q1,47832,50798,32663,15169,31.71,406098,62757
2021-01-12,Tuesday,January,2021,Q1,35664,28454,30036,5628,15.78,441762,68385
2021-01-13,Wednesday,January,2021,Q1,46021,43271,30842,15179,32.98,487783,83564
2021-01-14,Thursday,January,2021,Q1,36238,32765,30005,6233,17.2,524021,89797
2021-01-15,Friday,January,2021,Q1,38390,35775,31560,6830,17.79,562411,96627
2021-01-16,Saturday,January,2021,Q1,20252,21906,31009,-10757,-53.12,582663,85870
2021-01-17,Sunday,January,2021,Q1,28762,30467,51279,-22517,-78.29,611425,63353
2021-01-18,Monday,January,2021,Q1,40591,37323,29052,11539,28.43,652016,74892
2021-01-19,Tuesday,January,2021,Q1,47261,53079,31503,15758,33.34,699277,90650
2021-01-20,Wednesday,January,2021,Q1,45928,42811,32186,13742,29.92,745205,104392
2021-01-21,Thursday,January,2021,Q1,40630,45295,28353,12277,30.22,785835,116669
2021-01-22,Friday,January,2021,Q1,46865,55754,30287,16578,35.37,832700,133247
2021-01-23,Saturday,January,2021,Q1,28290,23568,28786,-496,-1.75,860990,132751
2021-01-24,Sunday,January,2021,Q1,20432,20330,30019,-9587,-46.92,881422,123164
2021-01-25,Monday,January,2021,Q1,35388,36770,29617,5771,16.31,916810,128935
2021-01-26,Tuesday,January,2021,Q1,42398,41420,29112,13286,31.34,959208,142221
2021-01-27,Wednesday,January,2021,Q1,41412,35907,28797,12615,30.46,1000620,154836
2021-01-28,Thursday,January,2021,Q1,46486,50891,29849,16637,35.79,1047106,171473
2021-01-29,Friday,January,2021,Q1,34116,40343,31327,2789,8.18,1081222,174262
2021-01-30,Saturday,January,2021,Q1,21027,17515,31018,-9991,-47.52,1102249,164271
2021-01-31,Sunday,January,2021,Q1,25664,29404,30886,-5222,-20.35,1127913,159049
2021-02-01,Monday,February,2021,Q1,35978,31357,31007,4971,13.82,1163891,164020
2021-02-02,Tuesday,February,2021,Q1,46772,47359,31817,14955,31.97,1210663,178975
2021-02-03,Wednesday,February,2021,Q1,45376,56186,33696,11680,25.74,1256039,190655
2021-02-04,Thursday,February,2021,Q1,35419,32515,30737,4682,13.22,1291458,195337
2021-02-05,Friday,February,2021,Q1,44545,43406,34381,10164,22.82,1336003,205501
2021-02-06,Saturday,February,2021,Q1,26096,22035,34452,-8356,-32.02,1362099,197145
2021-02-07,Sunday,February,2021,Q1,26380,21889,31517,-5137,-19.47,1388479,192008
2021-02-08,Monday,February,2021,Q1,47372,38177,32098,15274,32.24,1435851,207282
2021-02-09,Tuesday,February,2021,Q1,33918,38217,32095,1823,5.37,1469769,209105
2021-02-10,Wednesday,February,2021,Q1,41338,43528,29636,11702,28.31,1511107,220807
2021-02-11,Thursday,February,2021,Q1,38332,40145,30341,7991,20.85,1549439,228798
2021-02-12,Friday,February,2021,Q1,39332,49514,28811,10521,26.75,1588771,239319
2021-02-13,Saturday,February,2021,Q1,28159,33679,30678,-2519,-8.95,1616930,236800
2021-02-14,Sunday,February,2021,Q1,25953,28433,78816,-52863,-203.69,1642883,183937
2021-02-15,Monday,February,2021,Q1,42614,48263,29077,13537,31.77,1685497,197474
2021-02-16,Tuesday,February,2021,Q1,36357,38705,29632,6725,18.5,1721854,204199
2021-02-17,Wednesday,February,2021,Q1,39816,47873,28931,10885,27.34,1761670,215084
2021-02-18,Thursday,February,2021,Q1,32056,36019,30000,2056,6.41,1793726,217140
2021-02-19,Friday,February,2021,Q1,38842,29897,33913,4929,12.69,1832568,222069
2021-02-20,Saturday,February,2021,Q1,27212,27120,29152,-1940,-7.13,1859780,220129
2021-02-21,Sunday,February,2021,Q1,26842,31940,29673,-2831,-10.55,1886622,217298
2021-02-22,Monday,February,2021,Q1,44481,50835,32260,12221,27.47,1931103,229519
2021-02-23,Tuesday,February,2021,Q1,45833,56259,33902,11931,26.03,1976936,241450
2021-02-24,Wednesday,February,2021,Q1,37314,45066,33793,3521,9.44,2014250,244971
2021-02-25,Thursday,February,2021,Q1,44597,39005,33759,10838,24.3,2058847,255809
2021-02-26,Friday,February,2021,Q1,39364,37368,29783,9581,24.34,2098211,265390
2021-02-27,Saturday,February,2021,Q1,22351,26804,30108,-7757,-34.71,2120562,257633
2021-02-28,Sunday,February,2021,Q1,28619,30308,29076,-457,-1.6,2149181,257176
2021-03-01,Monday,March,2021,Q1,59250,51589,31087,28163,47.53,2208431,285339
2021-03-02,Tuesday,March,2021,Q1,52124,51761,31982,20142,38.64,2260555,305481
2021-03-03,Wednesday,March,2021,Q1,40033,47027,32882,7151,17.86,2300588,312632
2021-03-04,Thursday,March,2021,Q1,47284,39793,30430,16854,35.64,2347872,329486
2021-03-05,Friday,March,2021,Q1,54395,49095,30922,23473,43.15,2402267,352959
2021-03-06,Saturday,March,2021,Q1,25527,25803,32617,-7090,-27.77,2427794,345869
2021-03-07,Sunday,March,2021,Q1,27611,26734,30157,-2546,-9.22,2455405,343323
2021-03-08,Monday,March,2021,Q1,53094,52047,29696,23398,44.07,2508499,366721
2021-03-09,Tuesday,March,2021,Q1,55920,46516,31597,24323,43.5,2564419,391044
2021-03-10,Wednesday,March,2021,Q1,56368,63102,29765,26603,47.2,2620787,417647
2021-03-11,Thursday,March,2021,Q1,44896,46004,28808,16088,35.83,2665683,433735
2021-03-12,Friday,March,2021,Q1,79032,85190,29887,49145,62.18,2744715,482880
2021-03-13,Saturday,March,2021,Q1,33240,27799,29458,3782,11.38,2777955,486662
2021-03-14,Sunday,March,2021,Q1,24602,22904,31225,-6623,-26.92,2802557,480039
2021-03-15,Monday,March,2021,Q1,59757,64830,33965,25792,43.16,2862314,505831
2021-03-16,Tuesday,March,2021,Q1,50095,56990,34002,16093,32.12,2912409,521924
2021-03-17,Wednesday,March,2021,Q1,45183,41173,33174,12009,26.58,2957592,533933
2021-03-18,Thursday,March,2021,Q1,45491,36992,30061,15430,33.92,3003083,549363
2021-03-19,Friday,March,2021,Q1,42767,38910,32800,9967,23.31,3045850,559330
2021-03-20,Saturday,March,2021,Q1,30511,28618,30996,-485,-1.59,3076361,558845
2021-03-21,Sunday,March,2021,Q1,32346,37943,63798,-31452,-97.24,3108707,527393
2021-03-22,Monday,March,2021,Q1,47799,57143,31740,16059,33.6,3156506,543452
2021-03-23,Tuesday,March,2021,Q1,57956,56373,31409,26547,45.81,3214462,569999
2021-03-24,Wednesday,March,2021,Q1,55962,63056,34143,21819,38.99,3270424,591818
2021-03-25,Thursday,March,2021,Q1,58138,61257,28878,29260,50.33,3328562,621078
2021-03-26,Friday,March,2021,Q1,43634,38766,31214,12420,28.46,3372196,633498
2021-03-27,Saturday,March,2021,Q1,27339,32020,33609,-6270,-22.93,3399535,627228
2021-03-28,Sunday,March,2021,Q1,24625,28274,28782,-4157,-16.88,3424160,623071
2021-03-29,Monday,March,2021,Q1,40620,37752,32264,8356,20.57,3464780,631427
2021-03-30,Tuesday,March,2021,Q1,42287,49686,29964,12323,29.14,3507067,643750
2021-03-31,Wednesday,March,2021,Q1,59274,66241,29381,29893,50.43,3566341,673643
2021-04-01,Thursday,April,2021,Q2,58577,62815,30714,27863,47.57,3624918,701506
2021-04-02,Friday,April,2021,Q2,51841,57186,32742,19099,36.84,3676759,720605
2021-04-03,Saturday,April,2021,Q2,33666,37903,28608,5058,15.02,3710425,725663
2021-04-04,Sunday,April,2021,Q2,24827,25010,30996,-6169,-24.85,3735252,719494
2021-04-05,Monday,April,2021,Q2,47243,54422,29313,17930,37.95,3782495,737424
2021-04-06,Tuesday,April,2021,Q2,53009,57794,33230,19779,37.31,3835504,757203
2021-04-07,Wednesday,April,2021,Q2,51849,46937,34238,17611,33.97,3887353,774814
2021-04-08,Thursday,April,2021,Q2,55009,57496,30469,24540,44.61,3942362,799354
2021-04-09,Friday,April,2021,Q2,49750,45728,30111,19639,39.48,3992112,818993
2021-04-10,Saturday,April,2021,Q2,30669,29919,29870,799,2.61,4022781,819792
2021-04-11,Sunday,April,2021,Q2,26883,27189,60456,-33573,-124.89,4049664,786219
2021-04-12,Monday,April,2021,Q2,53835,50066,31331,22504,41.8,4103499,808723
2021-04-13,Tuesday,April,2021,Q2,54918,52239,30056,24862,45.27,4158417,833585
2021-04-14,Wednesday,April,2021,Q2,43851,37311,33151,10700,24.4,4202268,844285
2021-04-15,Thursday,April,2021,Q2,49683,56726,31655,18028,36.29,4251951,862313
2021-04-16,Friday,April,2021,Q2,43882,37845,28439,15443,35.19,4295833,877756
2021-04-17,Saturday,April,2021,Q2,35691,37172,29145,6546,18.34,4331524,884302
2021-04-18,Sunday,April,2021,Q2,34472,35384,31124,3348,9.71,4365996,887650
2021-04-19,Monday,April,2021,Q2,58821,60174,30874,27947,47.51,4424817,915597
2021-04-20,Tuesday,April,2021,Q2,41072,35530,30264,10808,26.31,4465889,926405
2021-04-21,Wednesday,April,2021,Q2,55288,59315,29771,25517,46.15,4521177,951922
2021-04-22,Thursday,April,2021,Q2,48854,58631,30273,18581,38.03,4570031,970503
2021-04-23,Friday,April,2021,Q2,54801,62724,29679,25122,45.84,4624832,995625
2021-04-24,Saturday,April,2021,Q2,26085,20574,31188,-5103,-19.56,4650917,990522
2021-04-25,Sunday,April,2021,Q2,26777,29582,31210,-4433,-16.56,4677694,986089
2021-04-26,Monday,April,2021,Q2,55756,59488,34232,21524,38.6,4733450,1007613
2021-04-27,Tuesday,April,2021,Q2,52952,63614,28799,24153,45.61,4786402,1031766
2021-04-28,Wednesday,April,2021,Q2,54979,55306,29133,25846,47.01,4841381,1057612
2021-04-29,Thursday,April,2021,Q2,58853,58827,28856,29997,50.97,4900234,1087609
2021-04-30,Friday,April,2021,Q2,46446,40099,34410,12036,25.91,4946680,1099645
2021-05-01,Saturday,May,2021,Q2,35409,43216,30047,5362,15.14,4982089,1105007
2021-05-02,Sunday,May,2021,Q2,29646,32750,29493,153,0.52,5011735,1105160
2021-05-03,Monday,May,2021,Q2,49834,41052,30449,19385,38.9,5061569,1124545
2021-05-04,Tuesday,May,2021,Q2,46596,49142,34304,12292,26.38,5108165,1136837
2021-05-05,Wednesday,May,2021,Q2,49096,44650,34462,14634,29.81,5157261,1151471
2021-05-06,Thursday,May,2021,Q2,59762,63801,30953,28809,48.21,5217023,1180280
2021-05-07,Friday,May,2021,Q2,55128,59398,29632,25496,46.25,5272151,1205776
2021-05-08,Saturday,May,2021,Q2,29257,30381,34480,-5223,-17.85,5301408,1200553
2021-05-09,Sunday,May,2021,Q2,25900,26564,28937,-3037,-11.73,5327308,1197516
2021-05-10,Monday,May,2021,Q2,49228,43080,31489,17739,36.03,5376536,1215255
2021-05-11,Tuesday,May,2021,Q2,45468,54031,29885,15583,34.27,5422004,1230838
2021-05-12,Wednesday,May,2021,Q2,58437,60853,33793,24644,42.17,5480441,1255482
2021-05-13,Thursday,May,2021,Q2,48298,56731,33519,14779,30.6,5528739,1270261
2021-05-14,Friday,May,2021,Q2,51738,61998,29286,22452,43.4,5580477,1292713
2021-05-15,Saturday,May,2021,Q2,30623,31015,30377,246,0.8,5611100,1292959
2021-05-16,Sunday,May,2021,Q2,30861,28331,28624,2237,7.25,5641961,1295196
2021-05-17,Monday,May,2021,Q2,56228,54544,33520,22708,40.39,5698189,1317904
2021-05-18,Tuesday,May,2021,Q2,40740,41145,33829,6911,16.96,5738929,1324815
2021-05-19,Wednesday,May,2021,Q2,50519,50753,30932,19587,38.77,5789448,1344402
2021-05-20,Thursday,May,2021,Q2,49389,57711,32714,16675,33.76,5838837,1361077
2021-05-21,Friday,May,2021,Q2,57046,64462,30344,26702,46.81,5895883,1387779
2021-05-22,Saturday,May,2021,Q2,34468,26857,32326,2142,6.21,5930351,1389921
2021-05-23,Sunday,May,2021,Q2,32961,30801,32342,619,1.88,5963312,1390540
2021-05-24,Monday,May,2021,Q2,53880,59733,33365,20515,38.08,6017192,1411055
2021-05-25,Tuesday,May,2021,Q2,42911,43732,33342,9569,22.3,6060103,1420624
2021-05-26,Wednesday,May,2021,Q2,57416,58606,34100,23316,40.61,6117519,1443940
2021-05-27,Thursday,May,2021,Q2,45079,38672,33419,11660,25.87,6162598,1455600
2021-05-28,Friday,May,2021,Q2,43159,41502,32051,11108,25.74,6205757,1466708
2021-05-29,Saturday,May,2021,Q2,27001,29806,30773,-3772,-13.97,6232758,1462936
2021-05-30,Sunday,May,2021,Q2,30863,33352,30209,654,2.12,6263621,1463590
2021-05-31,Monday,May,2021,Q2,45489,47556,33041,12448,27.36,6309110,1476038
2021-06-01,Tuesday,June,2021,Q2,54928,62443,33382,21546,39.23,6364038,1497584
2021-06-02,Wednesday,June,2021,Q2,58005,61890,32891,25114,43.3,6422043,1522698
2021-06-03,Thursday,June,2021,Q2,57821,68133,30296,27525,47.6,6479864,1550223
2021-06-04,Friday,June,2021,Q2,60111,49226,33059,27052,45.0,6539975,1577275
2021-06-05,Saturday,June,2021,Q2,33520,39964,34104,-584,-1.74,6573495,1576691
2021-06-06,Sunday,June,2021,Q2,37285,38148,33053,4232,11.35,6610780,1580923
2021-06-07,Monday,June,2021,Q2,65183,58420,33768,31415,48.2,6675963,1612338
2021-06-08,Tuesday,June,2021,Q2,65279,72249,78495,-13216,-20.25,6741242,1599122
2021-06-09,Wednesday,June,2021,Q2,52108,55935,30750,21358,40.99,6793350,1620480
2021-06-10,Thursday,June,2021,Q2,58846,58870,34291,24555,41.73,6852196,1645035
2021-06-11,Friday,June,2021,Q2,58248,61183,32766,25482,43.75,6910444,1670517
2021-06-12,Saturday,June,2021,Q2,26998,23091,29081,-2083,-7.72,6937442,1668434
2021-06-13,Sunday,June,2021,Q2,31530,31246,32737,-1207,-3.83,6968972,1667227
2021-06-14,Monday,June,2021,Q2,59985,70305,33602,26383,43.98,7028957,1693610
2021-06-15,Tuesday,June,2021,Q2,50154,52445,31151,19003,37.89,7079111,1712613
2021-06-16,Wednesday,June,2021,Q2,65580,64594,32412,33168,50.58,7144691,1745781
2021-06-17,Thursday,June,2021,Q2,65300,79525,28927,36373,55.7,7209991,1782154
2021-06-18,Friday,June,2021,Q2,65364,52720,34579,30785,47.1,7275355,1812939
2021-06-19,Saturday,June,2021,Q2,37353,38492,33472,3881,10.39,7312708,1816820
2021-06-20,Sunday,June,2021,Q2,36810,37371,34549,2261,6.14,7349518,1819081
2021-06-21,Monday,June,2021,Q2,61567,53864,29180,32387,52.6,7411085,1851468
2021-06-22,Tuesday,June,2021,Q2,56954,44845,29148,27806,48.82,7468039,1879274
2021-06-23,Wednesday,June,2021,Q2,45398,43845,32090,13308,29.31,7513437,1892582
2021-06-24,Thursday,June,2021,Q2,57532,65326,32501,25031,43.51,7570969,1917613
2021-06-25,Friday,June,2021,Q2,44685,55458,31035,13650,30.55,7615654,1931263
2021-06-26,Saturday,June,2021,Q2,32255,36740,29284,2971,9.21,7647909,1934234
2021-06-27,Sunday,June,2021,Q2,34126,36581,32113,2013,5.9,7682035,1936247
2021-06-28,Monday,June,2021,Q2,53464,57428,32474,20990,39.26,7735499,1957237
2021-06-29,Tuesday,June,2021,Q2,63040,63654,30957,32083,50.89,7798539,1989320
2021-06-30,Wednesday,June,2021,Q2,60051,54506,29955,30096,50.12,7858590,2019416
2021-07-01,Thursday,July,2021,Q3,54433,43644,31070,23363,42.92,7913023,2042779
2021-07-02,Friday,July,2021,Q3,46862,40377,31888,14974,31.95,7959885,2057753
2021-07-03,Saturday,July,2021,Q3,37931,44280,34119,3812,10.05,7997816,2061565
2021-07-04,Sunday,July,2021,Q3,30524,25703,29324,1200,3.93,8028340,2062765
2021-07-05,Monday,July,2021,Q3,51702,50829,30104,21598,41.77,8080042,2084363
2021-07-06,Tuesday,July,2021,Q3,56341,63127,32602,23739,42.13,8136383,2108102
2021-07-07,Wednesday,July,2021,Q3,58472,60029,30071,28401,48.57,8194855,2136503
2021-07-08,Thursday,July,2021,Q3,51722,43520,32491,19231,37.18,8246577,2155734
2021-07-09,Friday,July,2021,Q3,65379,54869,30720,34659,53.01,8311956,2190393
2021-07-10,Saturday,July,2021,Q3,30513,29621,32106,-1593,-5.22,8342469,2188800
2021-07-11,Sunday,July,2021,Q3,36358,28562,31141,5217,14.35,8378827,2194017
2021-07-12,Monday,July,2021,Q3,53112,47127,30524,22588,42.53,8431939,2216605
2021-07-13,Tuesday,July,2021,Q3,57048,56557,29739,27309,47.87,8488987,2243914
2021-07-14,Wednesday,July,2021,Q3,48497,58663,33164,15333,31.62,8537484,2259247
2021-07-15,Thursday,July,2021,Q3,54942,51437,31705,23237,42.29,8592426,2282484
2021-07-16,Friday,July,2021,Q3,58697,54704,33024,25673,43.74,8651123,2308157
2021-07-17,Saturday,July,2021,Q3,27427,25196,30897,-3470,-12.65,8678550,2304687
2021-07-18,Sunday,July,2021,Q3,31746,36430,34319,-2573,-8.1,8710296,2302114
2021-07-19,Monday,July,2021,Q3,51960,48648,31094,20866,40.16,8762256,2322980
2021-07-20,Tuesday,July,2021,Q3,63151,67428,33258,29893,47.34,8825407,2352873
2021-07-21,Wednesday,July,2021,Q3,55673,50206,30561,25112,45.11,8881080,2377985
2021-07-22,Thursday,July,2021,Q3,47249,38772,29443,17806,37.69,8928329,2395791
2021-07-23,Friday,July,2021,Q3,45657,54588,31272,14385,31.51,8973986,2410176
2021-07-24,Saturday,July,2021,Q3,35390,41381,34565,825,2.33,9009376,2411001
2021-07-25,Sunday,July,2021,Q3,30573,29743,32327,-1754,-5.74,9039949,2409247
2021-07-26,Monday,July,2021,Q3,51742,42764,28586,23156,44.75,9091691,2432403
2021-07-27,Tuesday,July,2021,Q3,58182,66452,32092,26090,44.84,9149873,2458493
2021-07-28,Wednesday,July,2021,Q3,64993,67936,34077,30916,47.57,9214866,2489409
2021-07-29,Thursday,July,2021,Q3,57310,59965,31188,26122,45.58,9272176,2515531
2021-07-30,Friday,July,2021,Q3,65612,55502,28596,37016,56.42,9337788,2552547
2021-07-31,Saturday,July,2021,Q3,33317,34306,34133,-816,-2.45,9371105,2551731
2021-08-01,Sunday,August,2021,Q3,35361,29409,30458,4903,13.87,9406466,2556634
2021-08-02,Monday,August,2021,Q3,52504,48958,34425,18079,34.43,9458970,2574713
2021-08-03,Tuesday,August,2021,Q3,45793,50823,30304,15489,33.82,9504763,2590202
2021-08-04,Wednesday,August,2021,Q3,46836,48640,31871,14965,31.95,9551599,2605167
2021-08-05,Thursday,August,2021,Q3,46811,52871,34632,12179,26.02,9598410,2617346
2021-08-06,Friday,August,2021,Q3,58750,56109,30295,28455,48.43,9657160,2645801
2021-08-07,Saturday,August,2021,Q3,36513,33615,29326,7187,19.68,9693673,2652988
2021-08-08,Sunday,August,2021,Q3,33101,34430,31667,1434,4.33,9726774,2654422
2021-08-09,Monday,August,2021,Q3,57596,57767,29489,28107,48.8,9784370,2682529
2021-08-10,Tuesday,August,2021,Q3,63858,66336,30645,33213,52.01,9848228,2715742
2021-08-11,Wednesday,August,2021,Q3,57433,65025,29824,27609,48.07,9905661,2743351
2021-08-12,Thursday,August,2021,Q3,61256,68977,32623,28633,46.74,9966917,2771984
2021-08-13,Friday,August,2021,Q3,60927,67724,30987,29940,49.14,10027844,2801924
2021-08-14,Saturday,August,2021,Q3,34381,37741,31377,3004,8.74,10062225,2804928
2021-08-15,Sunday,August,2021,Q3,35790,34665,28878,6912,19.31,10098015,2811840
2021-08-16,Monday,August,2021,Q3,55293,60058,34086,21207,38.35,10153308,2833047
2021-08-17,Tuesday,August,2021,Q3,64470,61630,30705,33765,52.37,10217778,2866812
2021-08-18,Wednesday,August,2021,Q3,48939,43569,32852,16087,32.87,10266717,2882899
2021-08-19,Thursday,August,2021,Q3,44842,52184,33585,11257,25.1,10311559,2894156
2021-08-20,Friday,August,2021,Q3,57537,63660,29708,27829,48.37,10369096,2921985
2021-08-21,Saturday,August,2021,Q3,34437,34301,29847,4590,13.33,10403533,2926575
2021-08-22,Sunday,August,2021,Q3,34834,34947,33621,1213,3.48,10438367,2927788
2021-08-23,Monday,August,2021,Q3,57903,60944,63307,-5404,-9.33,10496270,2922384
2021-08-24,Tuesday,August,2021,Q3,53164,54311,34490,18674,35.13,10549434,2941058
2021-08-25,Wednesday,August,2021,Q3,55161,66292,30809,24352,44.15,10604595,2965410
2021-08-26,Thursday,August,2021,Q3,65582,56259,33317,32265,49.2,10670177,2997675
2021-08-27,Friday,August,2021,Q3,57821,65607,30444,27377,47.35,10727998,3025052
2021-08-28,Saturday,August,2021,Q3,37138,33213,31277,5861,15.78,10765136,3030913
2021-08-29,Sunday,August,2021,Q3,37111,31471,31233,5878,15.84,10802247,3036791
2021-08-30,Monday,August,2021,Q3,48388,41234,31596,16792,34.7,10850635,3053583
2021-08-31,Tuesday,August,2021,Q3,49572,52908,30598,18974,38.28,10900207,3072557
2021-09-01,Wednesday,September,2021,Q3,46638,39109,33953,12685,27.2,10946845,3085242
2021-09-02,Thursday,September,2021,Q3,47732,56755,31484,16248,34.04,10994577,3101490
2021-09-03,Friday,September,2021,Q3,56022,58537,32145,23877,42.62,11050599,3125367
2021-09-04,Saturday,September,2021,Q3,27854,23548,30280,-2426,-8.71,11078453,3122941
2021-09-05,Sunday,September,2021,Q3,32277,28970,33831,-1554,-4.81,11110730,3121387
2021-09-06,Monday,September,2021,Q3,45491,56654,28822,16669,36.64,11156221,3138056
2021-09-07,Tuesday,September,2021,Q3,56021,62759,29249,26772,47.79,11212242,3164828
2021-09-08,Wednesday,September,2021,Q3,40695,34587,30657,10038,24.67,11252937,3174866
2021-09-09,Thursday,September,2021,Q3,52101,58338,30693,21408,41.09,11305038,3196274
2021-09-10,Friday,September,2021,Q3,50589,49251,29922,20667,40.85,11355627,3216941
2021-09-11,Saturday,September,2021,Q3,29988,28808,29999,-11,-0.04,11385615,3216930
2021-09-12,Sunday,September,2021,Q3,35956,34241,31444,4512,12.55,11421571,3221442
2021-09-13,Monday,September,2021,Q3,49040,56548,28903,20137,41.06,11470611,3241579
2021-09-14,Tuesday,September,2021,Q3,46391,41664,31765,14626,31.53,11517002,3256205
2021-09-15,Wednesday,September,2021,Q3,54236,64381,33350,20886,38.51,11571238,3277091
2021-09-16,Thursday,September,2021,Q3,44019,38754,28515,15504,35.22,11615257,3292595
2021-09-17,Friday,September,2021,Q3,56073,57872,28893,27180,48.47,11671330,3319775
2021-09-18,Saturday,September,2021,Q3,32626,33848,33537,-911,-2.79,11703956,3318864
2021-09-19,Sunday,September,2021,Q3,31708,31633,30520,1188,3.75,11735664,3320052
2021-09-20,Monday,September,2021,Q3,52795,48227,31075,21720,41.14,11788459,3341772
2021-09-21,Tuesday,September,2021,Q3,42483,35359,30382,12101,28.48,11830942,3353873
2021-09-22,Wednesday,September,2021,Q3,58818,70465,29928,28890,49.12,11889760,3382763
2021-09-23,Thursday,September,2021,Q3,42503,39281,31516,10987,25.85,11932263,3393750
2021-09-24,Friday,September,2021,Q3,43083,46829,32162,10921,25.35,11975346,3404671
2021-09-25,Saturday,September,2021,Q3,33902,26256,32391,1511,4.46,12009248,3406182
2021-09-26,Sunday,September,2021,Q3,33203,32541,31487,1716,5.17,12042451,3407898
2021-09-27,Monday,September,2021,Q3,59133,60519,32665,26468,44.76,12101584,3434366
2021-09-28,Tuesday,September,2021,Q3,41198,40139,29635,11563,28.07,12142782,3445929
2021-09-29,Wednesday,September,2021,Q3,54367,61605,34494,19873,36.55,12197149,3465802
2021-09-30,Thursday,September,2021,Q3,51233,47366,30035,21198,41.38,12248382,3487000
2021-10-01,Friday,October,2021,Q4,45804,44185,29914,15890,34.69,12294186,3502890
2021-10-02,Saturday,October,2021,Q4,27929,28257,33157,-5228,-18.72,12322115,3497662
2021-10-03,Sunday,October,2021,Q4,29985,26368,34304,-4319,-14.4,12352100,3493343
2021-10-04,Monday,October,2021,Q4,44302,39821,31467,12835,28.97,12396402,3506178
2021-10-05,Tuesday,October,2021,Q4,49411,51876,31064,18347,37.13,12445813,3524525
2021-10-06,Wednesday,October,2021,Q4,55277,51792,31942,23335,42.21,12501090,3547860
2021-10-07,Thursday,October,2021,Q4,41470,42638,30112,11358,27.39,12542560,3559218
2021-10-08,Friday,October,2021,Q4,42376,49893,33357,9019,21.28,12584936,3568237
2021-10-09,Saturday,October,2021,Q4,33059,29105,31500,1559,4.72,12617995,3569796
2021-10-10,Sunday,October,2021,Q4,27996,27582,32169,-4173,-14.91,12645991,3565623
2021-10-11,Monday,October,2021,Q4,52261,47423,33007,19254,36.84,12698252,3584877
2021-10-12,Tuesday,October,2021,Q4,56565,58492,30238,26327,46.54,12754817,3611204
2021-10-13,Wednesday,October,2021,Q4,53476,64274,33369,20107,37.6,12808293,3631311
